8366889;1676280555;3130312334;
8366889;3130312334;25620759;
8366893;747467609;25620516;
8366893;25620516;25620518;
8366896;25620516;2379077834;
8366896;2379077834;2379077831;
8366896;2379077831;25620692;
8366896;25620692;2378366854;
8366896;2378366854;1386051842;
8367054;25632227;25632231;
8367055;1386063691;2415701442;
8367055;2415701442;2415701440;
8367055;2415701440;2415701439;
8367055;2415701439;1209593469;
8367055;1209593469;2415701443;
8367055;2415701443;1209593455;
8367055;1209593455;2415701444;
8367055;2415701444;25632370;
8367055;25632370;2414401915;
8367055;2414401915;25632230;
8367055;25632230;2914925366;
8367055;2914925366;25632226;
8367055;25632226;25632227;
8367058;25632225;2848372007;
8367058;2848372007;25632226;
8367058;25632226;25632228;
8367068;25632293;5284368117;
8367068;5284368117;1110698247;
8367068;1110698247;1110698297;
8367068;1110698297;1110698276;
8367068;1110698276;4708512449;
8367068;4708512449;1110698268;
8367068;1110698268;4708512450;
8367068;4708512450;4708512441;
8367068;4708512441;4708512442;
8367068;4708512442;1110698273;
8367068;1110698273;2213493593;
8367068;2213493593;2250812461;
8367068;2250812461;2250812531;
8367068;2250812531;1788787056;
8367068;1788787056;4708512446;
8367069;137982795;25632284;
8367069;25632284;2749809980;
8367069;2749809980;25632285;
8367070;25632292;2884840234;
8367070;2884840234;2692624395;
8367070;2692624395;974882842;
8367070;974882842;974882854;
8367070;974882854;25632278;
8367072;25632284;5284385981;
8367072;5284385981;5284385982;
8367073;25632227;1684865551;
8367073;1684865551;5284385974;
8367073;5284385974;5284385973;
8367073;5284385973;25632361;
8367092;1788787039;4685392611;
8367092;4685392611;1788787081;
8367092;1788787081;3148938210;
8367092;3148938210;353286182;
8367092;353286182;2397188711;
8367092;2397188711;1788787223;
8367092;1788787223;2250873416;
8367092;2250873416;129953505;
8367092;129953505;129953504;
8367093;5284368076;475396372;
8367093;475396372;129549662;
8367098;25620570;2914696272;
8367098;2914696272;3130312342;
8367098;3130312342;25632376;
8367104;2912188495;2912188486;
8367104;2912188486;2912188492;
8367104;2912188492;2912188490;
8367104;2912188490;2912188496;
8367104;2912188496;2937870610;
8367104;2937870610;129533454;
8367104;129533454;25632417;
8367104;25632417;3392939485;
8367104;3392939485;2937870609;
8367104;2937870609;3690635855;
8367104;3690635855;25632401;
8367104;25632401;1209790922;
8367104;1209790922;25632402;
8367104;25632402;3392939470;
8367104;3392939470;3694518900;
8367104;3694518900;2366154047;
8367104;2366154047;25632403;
8367104;25632403;2366154016;
8367104;2366154016;2366098060;
8367104;2366098060;25632404;
8367104;25632404;3392939463;
8367104;3392939463;3392939462;
8367104;3392939462;1278184346;
8367114;25632398;2934507844;
8367114;2934507844;2934507846;
8367114;2934507846;2934507845;
8367114;2934507845;2934507843;
8367114;2934507843;3695776123;
8367114;3695776123;3690626645;
8367114;3690626645;25632410;
8367114;25632410;2829209749;
8367114;2829209749;25632411;
8367118;25632463;4488733074;
8367118;4488733074;4077112088;
8367118;4077112088;25632449;
8367143;126647309;126647239;
8367143;126647239;3563651993;
8367143;3563651993;4751728018;
8367143;4751728018;4751728017;
8367143;4751728017;25632444;
8367143;25632444;25632440;
8367143;25632440;25632439;
8367143;25632439;25632438;
8367153;25632450;4488733070;
8367153;4488733070;25632451;
8367153;25632451;5284368056;
8367153;5284368056;25632452;
8367153;25632452;25632453;
8367153;25632453;25632454;
8367154;25632449;4488733072;
8367154;4488733072;25632448;
8367154;25632448;4488733071;
8367154;4488733071;25632447;
8367155;353287405;452518418;
8367155;452518418;5065064565;
8367155;5065064565;126617351;
8367160;25632432;5279422236;
8367160;5279422236;5279422237;
8367160;5279422237;4356494322;
8367160;4356494322;25632423;
13797599;128560448;4573825411;
13797599;4573825411;349907807;
13797599;349907807;4573825412;
13797599;4573825412;4573825413;
13797599;4573825413;4573825414;
13797599;4573825414;128560449;
13797599;128560449;5329555464;
13797599;5329555464;122452427;
13797599;122452427;126617428;
13797599;126617428;4685392624;
13797599;4685392624;4685392623;
13797599;4685392623;137993249;
13797599;137993249;1216789894;
13797599;1216789894;1216789883;
13797599;1216789883;473879871;
13797599;473879871;3897692212;
13797599;3897692212;4749945342;
13797599;4749945342;128560274;
13836129;452682265;2904508475;
13836129;2904508475;2904508476;
13836129;2904508476;2904508477;
13836129;2904508477;3130312330;
13836129;3130312330;25632376;
13836474;501252472;501252465;
13836474;501252465;501252453;
13836474;501252453;501252447;
13836474;501252447;1209790928;
14326572;25632376;2904549010;
14326572;2904549010;2896384685;
14326572;2896384685;958308578;
14326572;958308578;2904532298;
14326572;2904532298;1676280585;
14326572;1676280585;2896384667;
14326572;2896384667;2893310955;
14328446;129555296;4452315911;
14328446;4452315911;4720971830;
14328446;4720971830;25632438;
14328446;25632438;25632432;
14328446;25632432;4356494325;
14328446;4356494325;25632433;
14328446;25632433;3688730541;
14328446;3688730541;25632412;
14328446;25632412;3688730540;
14328446;3688730540;2926953947;
14328446;2926953947;2926953948;
14328446;2926953948;2978059160;
14328446;2978059160;2978059161;
14328446;2978059161;2829209747;
14328446;2829209747;4356494324;
14328446;4356494324;25632409;
14328446;25632409;4529952477;
14328446;4529952477;3695911150;
14328446;3695911150;1278184335;
14329027;137994933;137994581;
14329062;137994655;137994933;
14329062;137994933;4685354796;
14329062;4685354796;137994720;
14329124;128560275;1422610110;
14329124;1422610110;4685392618;
14329124;4685392618;5291538826;
14329124;5291538826;474677934;
25700630;129552045;280197437;
26119759;25632414;25632410;
26119759;25632410;2829209750;
26119759;2829209750;5327096246;
26119759;5327096246;3996636589;
26119759;3996636589;25632409;
27149321;1143317563;1417694651;
27149321;1417694651;297880635;
27149321;297880635;4612022395;
27149321;4612022395;1417694650;
27149321;1417694650;4612022396;
27149321;4612022396;4612022397;
27149321;4612022397;475050311;
30405423;25632372;475052386;
30405423;475052386;5284385975;
30405423;5284385975;25632361;
30405504;335561064;335561055;
30417990;4612052759;428217533;
30417990;428217533;4773391850;
30417990;4773391850;138208399;
30417990;138208399;138208401;
30417990;138208401;5284452292;
30417990;5284452292;5284452293;
30417990;5284452293;3153341344;
30417990;3153341344;5284452294;
30417990;5284452294;5284452295;
30417990;5284452295;5284452296;
30417990;5284452296;5284452297;
30417990;5284452297;129953505;
30912936;25632224;343646801;
31060211;25620518;345295625;
31060211;345295625;2852022741;
31060211;2852022741;2852022761;
31396444;1216789883;4749945340;
31396444;4749945340;349907698;
31396444;349907698;129548929;
31573198;129552048;5284368048;
31573198;5284368048;353287405;
34597437;353287405;3148917487;
34597437;3148917487;5284368049;
34597437;5284368049;501225889;
34597437;501225889;137996370;
34597437;137996370;25632447;
34607492;25620653;4685392600;
34607492;4685392600;4685392598;
34607492;4685392598;1110698280;
34607492;1110698280;2896394657;
34607492;2896394657;4685392597;
34607492;4685392597;452682295;
34607492;452682295;452682297;
34607518;25620653;25620570;
34607518;25620570;1106006327;
34607518;1106006327;2893389981;
34607518;2893389981;25620759;
34607518;25620759;2246086928;
34607518;2246086928;2246054719;
34607518;2246054719;25620737;
34607518;25620737;25620947;
34607518;25620947;3388020773;
34607518;3388020773;3388020769;
34607518;3388020769;25620960;
34607524;4708512440;1110698299;
34607524;1110698299;4708512451;
34607524;4708512451;1110698273;
34613951;138197779;5284320512;
34613951;5284320512;5310412084;
34613951;5310412084;138198392;
34613951;138198392;5284320510;
34613951;5284320510;5284320511;
34613951;5284320511;452518414;
34613951;452518414;138198390;
34613951;138198390;5310412085;
34613951;5310412085;452518418;
34627575;137982073;1419645378;
34627575;1419645378;5494270496;
34627575;5494270496;137982795;
34653072;1788787124;501252472;
34653072;501252472;280197437;
34653072;280197437;1788787593;
34653072;1788787593;137992808;
34683151;25632361;4612022471;
34683151;4612022471;1684865555;
34683151;1684865555;4612022470;
34683151;4612022470;25632364;
34683151;25632364;5284385976;
34683151;5284385976;4612022469;
34683151;4612022469;5494270820;
34683151;5494270820;5494270822;
34683151;5494270822;5284385977;
34683151;5284385977;137982073;
34772371;129548930;5291598309;
34772371;5291598309;349907649;
34772371;349907649;5291598310;
34772371;5291598310;129548929;
34772371;129548929;5291598311;
34772371;5291598311;5291598312;
34772371;5291598312;473873465;
34772371;473873465;5291598313;
34772371;5291598313;129548927;
34772371;129548927;1209790928;
34772371;1209790928;25632375;
34988345;474677934;5291538827;
34988345;5291538827;5291542298;
34988345;5291542298;4685392617;
34988345;4685392617;1788787115;
34988345;1788787115;5291538831;
34988345;5291538831;1788787039;
35111843;25632450;25632447;
35203542;1788787124;129550139;
35203817;25632368;1684844618;
35203817;1684844618;2379315789;
35203817;2379315789;2379376386;
35203817;2379376386;25632367;
35203817;25632367;2379351710;
35203817;2379351710;2379351709;
35203817;2379351709;2379279844;
35203817;2379279844;25620518;
36836258;428217533;4773391849;
36836258;4773391849;4749945328;
36836258;4749945328;428217535;
36836258;428217535;4749945327;
36836258;4749945327;1216789880;
36836258;1216789880;4749945326;
36836258;4749945326;428217536;
36836258;428217536;4737122504;
36836258;4737122504;4737122503;
36836258;4737122503;4773391847;
36836258;4773391847;428217537;
36836258;428217537;4773391848;
36836258;4773391848;4749945321;
36836258;4749945321;428217538;
36836258;428217538;4749945324;
36836258;4749945324;428217539;
36836258;428217539;4749945325;
36836258;4749945325;1216789889;
36836258;1216789889;4749945322;
36836258;4749945322;428217540;
38336627;452682212;5284368058;
38336627;5284368058;4685392186;
38336627;4685392186;5284368059;
38336627;5284368059;4685392185;
38336627;4685392185;4685392187;
38336627;4685392187;5284368060;
38336627;5284368060;2941001650;
38336627;2941001650;4685392188;
38336627;4685392188;452682218;
38336627;452682218;452682221;
